policy_id,insured_id,snapshot_date,policy_effective_date,policy_expiration_date,coverage_type,vehicle_count,vehicle_avg_age,driver_count,driver_avg_age,years_in_business,prior_year_mileage_000,business_type,state,prior_apd_claim_count,prior_al_claim_count,prior_loss_amount,deductible,coverage_limit_000,annual_premium,payment_frequency,risk_score_external,num_heavy_vehicles,late_payment_count,first_claim_reported_date,claim_paid_amount_current_period,claim_status_current_period,days_to_first_claim_report
POL-015867,INS-00650,2024-06-14,2024-05-16,2025-05-16,APD,7,6.4,5,44.5,1.9,106.6,Service,CO,0,0,0.0,250,100,10478.19,Annual,11.09,1,0.0,,,,
POL-015868,INS-00381,2023-02-12,2022-09-15,2023-09-15,APD,9,5.8,3,39.9,19.8,239.8,Service,IL,1,0,10732.92,2500,300,4429.76,Quarterly,57.97,2,1.0,,,,
POL-015869,INS-00066,2023-02-19,2022-12-27,2023-12-27,APD,7,6.7,7,40.5,1.0,124.7,Construction,GA,2,0,,500,1000,5622.75,Annual,,2,0.0,,,,
POL-015870,INS-00070,2023-10-23,2023-05-19,2024-05-18,APD,9,0.0,6,24.9,3.1,249.1,Retail,AZ,1,1,8366.66,2500,500,6407.39,Quarterly,72.31,1,0.0,,,,
POL-015871,INS-00685,2023-11-06,2023-08-03,2024-08-02,APD,2,4.5,11,39.8,13.8,42.9,Trucking,WA,0,1,57583.91,2500,500,14228.59,Quarterly,66.68,1,4.0,9999-01-01,-999.0,INVALID,-999.0
POL-015872,INS-00302,2023-03-17,2022-12-24,2023-12-24,APD,10,5.3,3,36.1,3.3,178.0,RETAIL,PA,0,1,45032.74,250,1000,4553.73,Monthly,82.41,2,,9999-01-01,-999.0,INVALID,-999.0
POL-015873,INS-00273,2024-04-24,2024-03-25,2025-03-25,APD,6,3.0,2,48.6,7.6,204.3,CONSTRUCTION,TX,1,0,5038.1,2500,1000,2091.72,Quarterly,67.08,3,0.0,,,,
POL-015874,INS-00274,2023-10-05,2023-06-25,2024-06-24,APD,6,5.9,6,30.1,1.0,315.7,Trucking,TX,1,0,38652.3,1000,1000,8835.05,Monthly,62.58,0,3.0,,,,
POL-015875,INS-00691,2024-06-05,2024-03-04,2025-03-04,APD,14,7.2,7,43.3,3.6,740.6,Construction,OH,3,0,83099.26,250,300,4673.98,Annual,87.79,1,0.0,,,,
POL-015876,INS-00176,2024-05-07,2024-03-10,2025-03-10,APD,7,6.3,4,,5.7,256.0,Retail,IL,2,0,,5000,500,7620.69,Monthly,50.65,0,,9999-01-01,-999.0,INVALID,-999.0
POL-015877,INS-00231,2023-12-02,2023-07-24,2024-07-23,APD,5,9.1,3,45.6,1.9,136.5,Retail,CA,0,0,0.0,500,100,6267.12,Monthly,82.94,0,3.0,,,,
POL-015878,INS-00713,2023-05-19,2022-12-20,2023-12-20,APD,5,1.8,6,47.4,10.6,83.5,RETAIL,GA,0,0,0.0,5000,500,13061.12,Monthly,99.56,0,2.0,,,,
POL-015879,INS-00673,2023-02-24,2022-10-14,2023-10-14,APD,12,6.5,6,35.7,2.7,118.9,Trucking,IL,5,0,35215.18,2500,300,14460.88,Monthly,65.99,1,1.0,,,,
POL-015880,INS-00519,2024-04-27,2024-03-08,2025-03-08,APD,12,4.7,2,31.6,5.4,600.0,Other,GA,2,0,32420.43,5000,1000,15249.17,Annual,31.99,2,0.0,,,,
POL-015881,INS-00136,2024-03-16,2023-11-17,2024-11-16,APD,9,0.1,4,43.5,1.1,530.6,Trucking,TX,2,0,54524.1,5000,100,11000.47,Quarterly,29.22,2,1.0,,,,
POL-015882,INS-00695,2023-02-18,2022-12-15,2023-12-15,APD,6,7.2,5,38.7,36.1,178.6,Retail,CO,0,0,0.0,250,100,9738.45,Annual,90.38,3,0.0,,,,
POL-015883,INS-00112,2023-07-21,2023-06-06,2024-06-05,APD,6,4.2,5,43.2,2.9,272.8,SERVICE,IL,1,1,12907.38,500,300,21641.64,Quarterly,,2,,,,,
POL-015884,INS-00560,2023-04-15,2022-12-27,2023-12-27,APD,8,6.0,8,35.2,21.8,368.7,Construction,AZ,0,0,0.0,5000,300,7009.6,Annual,74.47,1,1.0,,,,
POL-015885,INS-00598,2024-02-13,2023-09-06,2024-09-05,APD,3,0.1,5,44.2,14.2,71.3,Retail,GA,0,0,0.0,5000,100,10062.17,Monthly,22.4,0,0.0,,,,
POL-015886,INS-00515,2024-02-25,2023-09-07,2024-09-06,APD,4,0.0,5,26.3,13.4,70.1,rideshare,NY,0,0,0.0,1000,500,9314.99,Monthly,44.45,1,0.0,,,,
POL-015887,INS-00672,2023-06-12,2023-06-05,2024-06-04,APD,11,5.8,7,46.7,4.8,601.0,Trucking,NC,2,0,47780.14,500,300,5729.17,Monthly,78.43,1,2.0,,,,
POL-015888,INS-00663,2023-04-20,2023-04-10,2024-04-09,APD,8,5.4,8,37.8,26.9,263.3,other,TX,0,1,14395.8,500,300,8575.8,Annual,49.54,2,,,,,
POL-015889,INS-00703,2024-02-20,2024-01-29,2025-01-28,APD,9,0.6,5,42.0,24.2,380.6,RETAIL,FL,1,0,4980.05,2500,300,4991.93,Quarterly,49.46,0,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-015890,INS-00645,2023-08-02,2023-05-12,2024-05-11,APD,9,5.4,10,41.2,10.5,165.9,Construction,CA,2,1,36211.74,250,1000,3929.68,Quarterly,64.29,5,0.0,,,,
POL-015891,INS-00633,2023-03-25,2022-10-17,2023-10-17,APD,9,4.3,7,42.6,15.9,234.6,Retail,AZ,0,1,,5000,500,5250.75,Monthly,3.89,3,2.0,,,,
POL-015892,INS-00184,2023-02-14,2022-11-22,2023-11-22,APD,8,2.0,7,53.9,1.0,162.4,Construction,NC,0,0,0.0,2500,300,7263.09,Monthly,22.27,0,1.0,,,,
POL-015893,INS-00587,2023-08-05,2023-07-22,2024-07-21,APD,9,4.6,6,26.2,6.0,132.3,Retail,TX,2,0,12080.13,2500,300,11294.09,Monthly,45.36,0,3.0,,,,
POL-015894,INS-00514,2023-05-10,2023-03-01,2024-02-29,APD,7,4.7,9,52.3,9.9,242.5,Retail,AZ,1,0,9180.78,5000,100,5227.15,Monthly,,3,1.0,,,,
POL-015895,INS-00028,2023-12-07,2023-08-31,2024-08-30,APD,9,5.0,14,56.9,2.6,180.6,Trucking,CO,0,1,10979.84,1000,300,6596.12,Monthly,33.43,4,3.0,,,,
POL-015896,INS-00217,2023-03-27,2023-01-20,2024-01-20,APD,14,7.2,1,34.7,1.0,456.6,Retail,WA,0,1,18556.3,2500,100,13597.69,Annual,49.74,2,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-015897,INS-00531,2024-01-19,2023-11-07,2024-11-06,APD,4,0.5,3,35.0,25.6,85.5,Construction,CA,0,0,0.0,5000,100,8968.86,Quarterly,54.75,1,1.0,,,,
POL-015898,INS-00725,2024-04-10,2023-12-23,2024-12-22,APD,9,6.9,10,47.9,30.2,170.4,Construction,WA,0,0,0.0,2500,300,12430.1,Annual,91.58,1,0.0,,,,
POL-015899,INS-00436,2023-03-27,2023-02-13,2024-02-13,APD,6,3.9,6,31.0,4.8,210.5,Other,OH,1,1,24670.25,5000,300,7692.04,Annual,23.1,2,,,,,
POL-015900,INS-00249,2023-07-30,2023-03-18,2024-03-17,APD,9,3.7,4,51.6,1.0,241.3,Trucking,CO,2,1,70967.12,5000,1000,3470.15,Quarterly,57.59,0,4.0,,,,
POL-015901,INS-00436,2024-02-26,2023-12-28,2024-12-27,APD,8,3.4,6,44.4,1.1,163.1,Trucking,FL,1,0,31049.71,1000,100,13364.69,Monthly,0.32,2,0.0,,,,
POL-015902,INS-00020,2024-04-11,2023-12-01,2024-11-30,APD,9,3.2,7,45.3,14.4,98.3,Construction,NC,3,1,53004.36,5000,300,4380.02,Annual,52.69,1,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-015903,INS-00130,2023-10-27,2023-05-19,2024-05-18,APD,13,4.7,5,52.3,19.0,237.7,Construction,OH,0,2,9082.03,1000,100,8001.66,Annual,8.98,0,0.0,,,,
POL-015904,INS-00251,2023-03-08,2022-09-22,2023-09-22,APD,13,0.5,7,42.4,13.9,285.6,Construction,NY,3,1,126999.93,5000,300,8523.31,Monthly,56.64,1,0.0,,,,
POL-015905,INS-00413,2023-12-28,2023-10-16,2024-10-15,APD,8,4.8,3,53.3,5.0,173.6,Retail,TX,1,1,19416.42,1000,100,16833.04,Quarterly,65.85,4,0.0,,,,
POL-015906,INS-00727,2023-06-27,2023-06-08,2024-06-07,APD,4,10.6,5,33.6,3.1,,Trucking,CA,1,0,1737.91,250,500,9219.4,Monthly,67.43,2,0.0,,,,
POL-015907,INS-00450,2023-07-31,2023-03-12,2024-03-11,APD,5,6.6,8,28.6,4.5,,Construction,NC,0,1,,1000,100,12026.93,Monthly,27.15,1,0.0,,,,
POL-015908,INS-00303,2023-12-01,2023-07-30,2024-07-29,APD,8,6.4,5,30.6,1.5,104.3,Construction,NY,1,0,2433.63,2500,300,5553.64,Monthly,45.98,0,1.0,9999-01-01,-999.0,INVALID,-999.0
POL-015909,INS-00242,2023-11-24,2023-10-13,2024-10-12,APD,5,3.4,6,49.4,40.0,159.0,Retail,CO,0,0,0.0,1000,100,11898.59,Annual,66.27,2,2.0,,,,
POL-015910,INS-00079,2023-10-31,2023-07-17,2024-07-16,APD,5,3.8,2,32.1,2.4,122.7,construction,OH,0,0,0.0,5000,300,13576.98,Annual,78.2,0,0.0,,,,
POL-015911,INS-00063,2024-05-24,2024-03-22,2025-03-22,APD,7,4.5,4,38.7,2.6,115.5,Retail,NY,0,0,0.0,5000,100,7831.06,Annual,86.19,2,2.0,,,,
POL-015912,INS-00430,2023-11-20,2023-10-23,2024-10-22,APD,9,4.1,4,37.3,19.5,218.2,Construction,FL,0,1,66022.64,5000,1000,8077.92,Monthly,11.19,3,0.0,,,,
POL-015913,INS-00226,2023-10-23,2023-08-25,2024-08-24,APD,8,7.1,5,39.4,13.4,134.7,Service,TX,0,0,,2500,100,20382.18,Quarterly,83.01,2,,,,,
POL-015914,INS-00467,2023-01-04,2022-12-05,2023-12-05,APD,8,2.6,5,35.1,3.7,158.4,Service,NY,0,0,0.0,2500,100,7308.9,Quarterly,1.35,4,0.0,,,,
POL-015915,INS-00388,2023-08-10,2023-02-27,2024-02-27,APD,5,4.0,5,29.4,9.8,326.6,Trucking,CO,0,0,0.0,250,300,4677.06,Quarterly,94.05,2,4.0,,,,
POL-015916,INS-00458,2023-11-28,2023-07-16,2024-07-15,APD,7,10.4,3,,3.9,303.6,SERVICE,PA,1,0,4679.12,500,100,19086.14,Monthly,53.25,1,0.0,,,,
POL-015917,INS-00385,2023-02-10,2022-11-15,2023-11-15,APD,8,7.2,7,40.0,1.0,43.7,Construction,OH,0,0,0.0,250,500,8371.94,Annual,28.44,3,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-015918,INS-00006,2024-01-07,2023-09-04,2024-09-03,APD,8,9.0,7,44.3,1.7,170.3,retail,FL,1,0,7331.9,500,100,7653.51,Quarterly,85.7,1,0.0,,,,
POL-015919,INS-00565,2023-04-11,2022-12-04,2023-12-04,APD,8,9.5,4,28.5,1.0,305.5,Trucking,FL,1,0,19675.27,5000,100,6508.47,Monthly,67.23,2,1.0,,,,
POL-015920,INS-00075,2023-01-25,2023-01-25,2024-01-25,APD,11,7.7,12,,3.9,370.3,Rideshare,CO,1,2,69427.16,5000,300,7731.22,Monthly,94.27,2,0.0,,,,
POL-015921,INS-00175,2023-04-13,2022-11-11,2023-11-11,APD,6,4.8,5,48.7,1.0,65.1,CONSTRUCTION,GA,0,0,0.0,250,500,7406.9,Quarterly,97.71,0,1.0,9999-01-01,-999.0,INVALID,-999.0
POL-015922,INS-00077,2023-09-23,2023-06-23,2024-06-22,APD,8,7.0,6,36.1,2.6,308.1,Retail,CA,1,0,11484.03,2500,100,5928.74,Annual,17.6,2,0.0,,,,
POL-015923,INS-00172,2023-01-18,2022-09-07,2023-09-07,APD,7,5.9,4,48.1,9.7,115.1,Trucking,IL,2,1,15667.76,1000,1000,10447.91,Monthly,28.92,2,0.0,,,,
POL-015924,INS-00705,2023-07-28,2023-02-26,2024-02-26,APD,8,8.1,4,33.8,11.4,183.0,Construction,CO,0,1,12635.83,250,300,10768.19,Monthly,21.67,1,0.0,,,,
POL-015925,INS-00228,2023-10-10,2023-07-26,2024-07-25,APD,7,3.8,9,28.0,1.8,169.0,Other,FL,1,0,10604.38,500,500,3817.24,,68.97,3,2.0,,,,
POL-015926,INS-00021,2023-03-23,2023-03-22,2024-03-21,APD,8,2.5,8,44.5,7.3,235.7,Service,IL,0,1,4019.88,5000,500,16311.44,Annual,62.59,1,2.0,,,,
POL-015927,INS-00004,2023-05-14,2023-01-28,2024-01-28,APD,8,2.1,8,38.9,14.4,137.5,Retail,CO,3,0,74120.35,2500,300,5719.01,Quarterly,20.25,1,0.0,,,,
POL-015928,INS-00571,2023-12-09,2023-08-12,2024-08-11,APD,9,6.6,8,43.2,15.2,171.4,trucking,CA,1,0,31358.49,500,100,5974.6,Annual,69.89,1,0.0,,,,
POL-015929,INS-00423,2023-12-22,2023-07-30,2024-07-29,APD,6,4.0,5,23.2,3.6,124.7,Retail,OH,0,0,0.0,5000,300,4140.2,Quarterly,64.11,1,2.0,,,,
POL-015930,INS-00746,2024-04-15,2023-10-30,2024-10-29,APD,6,1.1,7,36.0,16.9,167.8,Service,IL,1,1,20269.82,250,500,6104.05,Annual,35.69,0,0.0,,,,
POL-015931,INS-00680,2023-03-05,2022-09-22,2023-09-22,APD,5,6.5,8,37.5,8.7,103.1,TRUCKING,NY,0,0,0.0,5000,500,5607.26,Quarterly,26.13,2,2.0,,,,
POL-015932,INS-00218,2023-06-29,2023-02-01,2024-02-01,APD,7,4.2,8,38.4,4.5,145.4,Retail,FL,1,1,14168.23,500,100,9527.34,Monthly,49.94,1,2.0,,,,
POL-015933,INS-00234,2023-09-12,2023-05-12,2024-05-11,APD,12,6.8,4,34.7,5.3,467.3,Service,GA,1,1,46316.01,250,100,10666.77,Monthly,63.44,1,0.0,,,,
POL-015934,INS-00730,2024-04-23,2023-11-19,2024-11-18,APD,4,3.9,4,38.0,11.3,90.0,service,PA,1,0,13164.22,5000,1000,5829.33,Quarterly,53.07,1,2.0,,,,
POL-015935,INS-00478,2023-08-09,2023-02-19,2024-02-19,APD,11,5.0,5,32.7,2.2,194.5,retail,PA,2,0,6260.43,5000,300,7951.89,Quarterly,72.02,1,3.0,,,,
POL-015936,INS-00546,2024-02-01,2023-09-10,2024-09-09,APD,4,1.3,6,44.0,11.8,62.9,Trucking,FL,0,0,0.0,2500,300,7131.68,Annual,24.99,1,0.0,,,,
POL-015937,INS-00672,2024-06-29,2024-05-19,2025-05-19,APD,8,4.7,4,45.4,5.5,82.2,Trucking,AZ,2,0,5451.8,2500,300,8380.56,Monthly,7.73,0,2.0,,,,
POL-015938,INS-00188,2023-09-24,2023-08-07,2024-08-06,APD,9,3.4,9,51.8,2.7,335.4,Construction,TX,0,2,18055.37,1000,500,4726.56,Annual,11.07,1,0.0,,,,
POL-015939,INS-00552,2024-03-16,2024-01-19,2025-01-18,APD,9,5.9,5,32.8,4.7,358.2,Retail,FL,1,0,7646.29,5000,500,5277.61,Annual,81.21,3,2.0,,,,
POL-015940,INS-00540,2023-03-07,2022-12-14,2023-12-14,APD,8,1.7,8,42.6,3.9,237.8,CONSTRUCTION,NC,0,1,29271.61,250,500,4350.2,Monthly,20.67,2,0.0,,,,
POL-015941,INS-00594,2023-11-07,2023-06-29,2024-06-28,APD,5,1.5,2,36.6,3.1,102.0,Trucking,FL,0,1,31608.29,2500,500,14354.37,Annual,3.06,1,0.0,,,,
POL-015942,INS-00136,2023-02-07,2022-12-18,2023-12-18,APD,12,0.0,5,29.1,2.0,406.1,Service,CO,1,0,9979.47,500,500,16803.14,Monthly,88.16,3,3.0,,,,
POL-015943,INS-00629,2023-03-16,2023-01-30,2024-01-30,APD,13,4.3,7,41.5,11.6,224.0,Trucking,IL,0,0,0.0,500,300,11582.41,Annual,13.16,4,2.0,,,,
POL-015944,INS-00597,2023-06-26,2023-05-21,2024-05-20,APD,9,3.9,6,34.6,6.5,267.9,trucking,IL,1,0,9489.24,1000,300,10862.26,Annual,85.89,3,3.0,,,,
POL-015945,INS-00477,2024-03-13,2023-12-16,2024-12-15,APD,4,3.7,6,37.1,7.2,68.0,Trucking,CO,0,0,0.0,2500,300,7068.88,Annual,43.59,0,2.0,,,,
POL-015946,INS-00102,2024-04-17,2024-02-05,2025-02-04,APD,6,5.9,7,54.3,3.4,116.2,Service,AZ,1,1,71843.1,500,300,5668.95,Annual,1.99,2,0.0,,,,
POL-015947,INS-00223,2024-01-29,2023-11-05,2024-11-04,APD,9,7.2,8,34.1,7.6,257.9,Construction,WA,1,1,,2500,300,5792.23,Annual,85.15,0,2.0,,,,
POL-015948,INS-00348,2023-01-02,2022-11-19,2023-11-19,APD,11,0.9,3,35.5,4.9,245.7,Trucking,TX,0,2,2166.65,2500,100,13784.11,Annual,55.42,3,1.0,,,,
POL-015949,INS-00160,2023-04-14,2023-03-10,2024-03-09,APD,14,7.7,7,40.4,7.6,283.2,Trucking,NY,2,1,18686.08,250,500,9784.13,Monthly,12.11,3,1.0,,,,
POL-015950,INS-00093,2023-06-17,2023-05-02,2024-05-01,APD,8,9.8,5,56.0,3.2,267.6,trucking,CA,2,0,33389.53,2500,100,7784.98,Annual,35.51,2,1.0,,,,
POL-015951,INS-00191,2024-01-09,2023-11-02,2024-11-01,APD,6,4.4,4,24.2,4.5,232.9,retail,TX,1,1,37766.75,2500,500,8562.51,Monthly,61.7,2,0.0,,,,
POL-015952,INS-00507,2023-05-05,2023-04-06,2024-04-05,APD,7,8.0,7,39.5,5.7,98.4,Trucking,CA,0,0,0.0,5000,300,3164.47,Annual,86.26,1,0.0,,,,
POL-015953,INS-00382,2024-05-11,2024-01-27,2025-01-26,APD,7,7.0,10,36.2,1.0,154.2,Retail,FL,1,0,10936.13,5000,1000,10694.2,Annual,25.67,0,4.0,,,,
POL-015954,INS-00178,2024-06-11,2024-02-09,2025-02-08,APD,6,7.0,7,48.3,14.9,133.6,construction,GA,0,0,0.0,1000,300,11947.04,Quarterly,11.96,2,4.0,,,,
POL-015955,INS-00236,2023-01-09,2022-07-30,2023-07-30,APD,4,3.4,7,39.4,9.6,80.2,service,WA,0,0,0.0,2500,500,5963.04,Annual,99.61,3,,,,,
POL-015956,INS-00311,2023-03-28,2022-10-13,2023-10-13,APD,12,5.4,6,38.1,1.3,613.8,Trucking,GA,2,1,22411.21,1000,100,11654.27,Quarterly,71.18,1,1.0,,,,
POL-015957,INS-00709,2023-04-13,2023-02-12,2024-02-12,APD,8,2.5,6,24.1,11.2,315.1,Service,IL,1,1,45361.68,500,100,12075.35,Quarterly,51.38,0,0.0,,,,
POL-015958,INS-00319,2023-03-30,2023-01-12,2024-01-12,APD,11,5.9,1,,5.9,228.2,Retail,IL,1,0,31959.61,2500,100,5680.83,Annual,28.88,3,2.0,,,,
POL-015959,INS-00647,2024-03-16,2023-09-24,2024-09-23,APD,3,4.1,6,35.4,5.1,44.4,Retail,CO,2,0,16271.72,5000,300,3117.15,Quarterly,51.6,0,3.0,,,,
POL-015960,INS-00711,2024-03-02,2023-11-14,2024-11-13,APD,10,5.2,8,41.9,28.0,,Retail,OH,1,0,18384.49,2500,100,9533.56,Annual,55.93,2,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-015961,INS-00396,2023-03-01,2022-12-30,2023-12-30,APD,12,2.3,11,26.7,3.5,276.7,Service,WA,0,3,12071.4,250,100,3580.09,Annual,79.0,5,0.0,,,,
POL-015962,INS-00090,2023-11-10,2023-05-25,2024-05-24,APD,10,4.9,5,46.2,23.6,273.5,Retail,TX,0,1,12656.82,500,300,12874.67,Quarterly,58.85,4,2.0,,,,
POL-015963,INS-00387,2024-06-12,2024-02-17,2025-02-16,APD,3,5.9,7,36.2,9.8,78.1,rideshare,CO,0,0,0.0,2500,500,6384.56,Quarterly,66.59,1,3.0,,,,
POL-015964,INS-00550,2024-05-07,2024-01-14,2025-01-13,APD,9,5.2,3,49.8,1.0,139.1,retail,CA,1,0,12775.27,5000,300,5892.81,Quarterly,1.55,0,0.0,,,,
POL-015965,INS-00168,2023-08-24,2023-06-09,2024-06-08,APD,8,2.6,4,43.1,4.6,131.6,Trucking,FL,0,0,0.0,500,300,16999.86,Monthly,23.14,0,0.0,,,,
POL-015966,INS-00107,2023-06-25,2023-01-03,2024-01-03,APD,9,4.7,5,40.6,3.9,143.3,rideshare,PA,1,0,10003.45,2500,300,19399.39,Monthly,55.71,3,2.0,,,,
POL-015967,INS-00665,2023-01-28,2022-09-07,2023-09-07,APD,10,4.3,10,50.4,33.1,355.0,Construction,AZ,2,1,41874.3,500,300,6603.08,Annual,57.25,1,0.0,,,,
POL-015968,INS-00182,2023-05-25,2023-01-13,2024-01-13,APD,7,4.0,3,35.3,1.5,60.3,Retail,NY,1,0,15410.04,250,300,10838.91,Quarterly,34.54,0,0.0,,,,
POL-015969,INS-00312,2024-04-17,2023-11-10,2024-11-09,APD,8,6.4,8,32.4,1.0,136.6,Trucking,GA,0,0,0.0,250,100,5735.67,Monthly,14.31,2,1.0,,,,
POL-015970,INS-00032,2023-12-05,2023-10-31,2024-10-30,APD,2,5.9,8,44.2,13.9,41.3,Service,NY,0,0,,250,300,4657.68,Annual,53.36,0,0.0,,,,
POL-015971,INS-00605,2024-04-02,2023-10-06,2024-10-05,APD,8,4.6,3,40.3,19.9,232.6,Other,FL,0,0,0.0,5000,300,4350.21,Quarterly,50.25,0,,,,,
POL-015972,INS-00219,2023-05-11,2022-11-28,2023-11-28,APD,8,9.5,8,41.6,37.7,304.5,Service,NY,1,0,31101.18,500,300,4910.8,Annual,73.58,1,0.0,,,,
POL-015973,INS-00656,2023-05-23,2023-04-27,2024-04-26,APD,4,4.7,2,42.1,1.0,,trucking,AZ,1,0,4734.64,1000,1000,3464.86,Monthly,12.77,0,1.0,9999-01-01,-999.0,INVALID,-999.0
POL-015974,INS-00496,2024-01-21,2023-08-07,2024-08-06,APD,9,3.1,4,40.9,7.4,215.6,Trucking,CA,0,0,0.0,500,300,5421.32,Monthly,41.59,2,0.0,,,,
POL-015975,INS-00226,2024-05-11,2023-12-17,2024-12-16,APD,10,8.8,9,37.0,24.4,423.1,Service,OH,1,0,7346.92,5000,100,5878.38,Quarterly,64.78,4,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-015976,INS-00477,2023-02-11,2022-08-16,2023-08-16,APD,5,4.6,10,46.3,5.4,189.6,Construction,NC,0,0,0.0,500,100,8092.06,Quarterly,84.64,1,4.0,,,,
POL-015977,INS-00370,2024-06-22,2024-05-18,2025-05-18,APD,9,2.8,5,42.3,4.4,72.8,Trucking,NC,0,1,,500,500,4936.18,Quarterly,41.36,4,0.0,,,,
POL-015978,INS-00198,2023-05-27,2023-04-10,2024-04-09,APD,8,4.3,6,40.8,5.9,170.8,Service,AZ,1,0,2674.02,500,300,10069.8,Monthly,63.74,2,0.0,,,,
POL-015979,INS-00280,2023-09-23,2023-06-04,2024-06-03,APD,11,1.6,4,40.0,2.4,353.1,Retail,CA,2,0,,500,500,5833.83,Annual,47.06,0,0.0,,,,
POL-015980,INS-00339,2023-05-21,2023-05-02,2024-05-01,APD,9,1.8,10,38.4,3.3,152.4,Construction,FL,0,0,0.0,1000,100,7140.65,Quarterly,7.6,1,2.0,,,,
POL-015981,INS-00387,2023-01-08,2022-10-21,2023-10-21,APD,13,6.6,3,36.5,4.2,319.4,Retail,TX,1,0,19466.89,500,500,15789.52,Quarterly,81.3,1,0.0,,,,
POL-015982,INS-00330,2023-11-15,2023-10-29,2024-10-28,APD,4,9.2,6,40.9,17.9,46.1,Service,TX,1,0,21501.47,1000,500,16088.59,Monthly,21.19,3,0.0,,,,
POL-015983,INS-00277,2024-05-28,2024-01-24,2025-01-23,APD,5,2.3,10,49.3,7.0,187.8,Trucking,PA,1,0,5687.52,500,1000,7098.41,Quarterly,86.3,1,3.0,9999-01-01,-999.0,INVALID,-999.0
POL-015984,INS-00212,2023-04-14,2023-03-13,2024-03-12,APD,10,6.7,5,,13.7,228.8,Service,PA,0,0,0.0,5000,100,4616.37,Monthly,20.9,1,0.0,,,,
POL-015985,INS-00599,2024-01-05,2023-09-22,2024-09-21,APD,8,3.2,11,34.7,1.0,164.1,trucking,AZ,0,0,0.0,5000,100,10429.21,Monthly,14.43,1,0.0,,,,
POL-015986,INS-00283,2024-03-29,2023-10-21,2024-10-20,APD,5,4.8,8,38.8,6.9,200.9,Service,PA,1,0,7117.48,250,1000,6118.28,Quarterly,73.28,1,0.0,,,,
POL-015987,INS-00511,2023-10-06,2023-06-19,2024-06-18,APD,8,5.0,8,21.0,5.7,256.4,Trucking,NC,2,0,,5000,300,5191.51,Annual,27.92,3,,9999-01-01,-999.0,INVALID,-999.0
POL-015988,INS-00586,2023-08-04,2023-02-19,2024-02-19,APD,11,6.7,8,40.0,2.6,158.2,construction,OH,2,0,9089.31,250,100,7903.04,Quarterly,80.87,3,1.0,,,,
POL-015989,INS-00703,2024-04-02,2024-01-18,2025-01-17,APD,6,5.2,7,39.2,3.3,249.3,Retail,CA,0,0,,2500,500,9434.75,Quarterly,80.16,2,0.0,,,,
POL-015990,INS-00281,2023-03-27,2023-01-24,2024-01-24,APD,6,6.6,8,31.8,3.7,381.9,Retail,AZ,0,0,0.0,250,500,9652.0,Monthly,70.55,0,,,,,
POL-015991,INS-00067,2023-06-08,2023-01-02,2024-01-02,APD,9,3.8,4,50.2,23.5,430.6,Service,WA,0,1,24193.86,5000,100,3455.83,Annual,47.49,3,,,,,
POL-015992,INS-00565,2023-07-03,2023-06-12,2024-06-11,APD,12,2.3,9,31.8,4.6,,retail,FL,2,0,13347.35,1000,100,11463.99,Quarterly,8.39,3,2.0,,,,
POL-015993,INS-00392,2023-09-27,2023-07-10,2024-07-09,APD,4,5.7,5,34.4,16.6,157.7,Trucking,OH,1,0,2106.84,250,500,4499.56,Quarterly,73.14,0,1.0,9999-01-01,-999.0,INVALID,-999.0
POL-015994,INS-00270,2023-08-14,2023-08-12,2024-08-11,APD,9,3.6,7,32.5,3.6,208.5,Retail,CA,0,0,0.0,250,100,12045.16,Monthly,36.39,5,2.0,,,,
POL-015995,INS-00511,2023-08-10,2023-07-05,2024-07-04,APD,12,2.7,7,45.6,7.1,551.4,OTHER,TX,2,1,,5000,100,9750.55,Monthly,,1,0.0,,,,
POL-015996,INS-00043,2023-02-24,2022-12-30,2023-12-30,APD,11,7.6,12,,32.8,141.7,CONSTRUCTION,FL,2,0,4828.35,250,100,4348.01,Monthly,15.5,3,0.0,,,,
POL-015997,INS-00551,2024-03-10,2024-01-24,2025-01-23,APD,11,6.2,5,30.0,3.0,622.6,Trucking,FL,0,0,,1000,100,8346.74,Quarterly,29.36,2,3.0,,,,
POL-015998,INS-00729,2024-04-06,2023-11-28,2024-11-27,APD,4,2.7,7,50.6,12.1,170.8,Retail,WA,0,1,,5000,300,9845.53,Monthly,11.76,0,2.0,,,,
POL-015999,INS-00575,2024-05-03,2024-01-22,2025-01-21,APD,5,5.4,7,35.5,4.4,120.0,SERVICE,PA,0,1,3923.69,5000,1000,8125.48,Monthly,20.43,0,3.0,,,,
POL-016000,INS-00596,2023-09-06,2023-03-25,2024-03-24,APD,3,9.9,7,61.4,5.2,95.7,RETAIL,CO,0,0,0.0,5000,500,10456.94,Annual,89.2,2,0.0,,,,
POL-016001,INS-00140,2024-01-13,2024-01-12,2025-01-11,APD,7,6.3,3,35.8,5.9,122.2,Construction,IL,0,1,14422.15,500,100,16905.48,Quarterly,77.44,1,0.0,,,,
