policy_id,insured_id,snapshot_date,policy_effective_date,policy_expiration_date,coverage_type,vehicle_count,vehicle_avg_age,driver_count,driver_avg_age,years_in_business,prior_year_mileage_000,business_type,state,prior_apd_claim_count,prior_al_claim_count,prior_loss_amount,deductible,coverage_limit_000,annual_premium,payment_frequency,risk_score_external,has_safety_program,num_heavy_vehicles,late_payment_count,claim_count,total_loss_amount,first_claim_reported_date,claim_paid_amount_current_period,claim_status_current_period,days_to_first_claim_report
POL-010028,INS-00670,2022-07-17,2022-02-17,2023-02-17,AL,9,5.5,6,37.6,1.0,320.1,Service,AZ,1,0,2718.61,5000,300,12776.41,Monthly,7.5,0,2,2.0,0,0.0,,0.0,No Claim,
POL-013477,INS-02481,2021-08-16,2021-07-18,2022-07-18,AL,7,1.7,6,,1.4,305.6,Service,IL,0,0,0.0,1000,1000,12535.12,Monthly,75.79,1,0,0.0,0,0.0,,0.0,No Claim,
POL-012100,INS-00952,2021-11-17,2021-05-28,2022-05-28,AL,11,5.5,7,39.8,5.7,207.4,Trucking,CO,0,0,0.0,1000,500,16876.9,Quarterly,27.97,1,0,0.0,1,141967.88,2022-01-02,97216.95,Closed,46.0
POL-011612,INS-03243,2020-06-01,2020-05-21,2021-05-21,AL,9,4.3,3,46.1,11.4,308.2,Construction,CA,2,0,6946.59,1000,300,25758.62,Annual,62.21,0,6,0.0,0,0.0,,0.0,No Claim,
POL-013673,INS-01844,2022-02-09,2021-09-26,2022-09-26,AL,10,7.7,11,46.6,9.1,155.7,Construction,NY,0,0,0.0,500,300,12018.44,Quarterly,54.95,0,1,0.0,0,0.0,,0.0,No Claim,
POL-001767,INS-02185,2021-07-06,2021-04-01,2022-04-01,APD,6,7.5,12,49.3,11.8,140.2,Service,PA,0,0,0.0,250,100,16768.05,Quarterly,95.79,1,1,1.0,0,0.0,,0.0,No Claim,
POL-007317,INS-02229,2022-01-08,2021-07-29,2022-07-29,APD,6,3.3,8,36.7,7.3,372.8,Trucking,OH,0,1,5351.18,5000,100,3508.0,Quarterly,80.01,1,0,3.0,0,0.0,,0.0,No Claim,
POL-012720,INS-01894,2021-12-15,2021-12-13,2022-12-13,AL,10,4.7,4,44.5,4.9,215.5,Retail,WA,1,0,7308.28,500,300,13441.36,Monthly,,1,5,1.0,0,0.0,,0.0,No Claim,
POL-001651,INS-02746,2020-07-26,2020-02-26,2021-02-25,APD,8,4.6,7,51.6,10.2,,retail,FL,0,0,0.0,1000,300,6159.81,Quarterly,36.79,1,1,0.0,1,5457.63,2020-09-20,4658.24,Closed,56.0
POL-007250,INS-01136,2022-01-01,2021-09-25,2022-09-25,APD,6,1.6,3,48.4,1.0,115.7,Retail,CA,1,0,11947.99,250,300,5756.33,Annual,,0,0,0.0,0,0.0,,0.0,No Claim,
POL-014063,INS-03319,2021-09-18,2021-05-01,2022-05-01,AL,9,2.8,4,40.4,1.0,167.4,Trucking,PA,0,2,19432.54,1000,300,11914.01,Annual,63.74,1,2,0.0,0,0.0,,0.0,No Claim,
POL-014043,INS-02430,2021-05-16,2021-02-14,2022-02-14,AL,4,7.2,5,31.8,2.2,73.6,TRUCKING,WA,0,0,0.0,500,1000,17906.75,Quarterly,90.83,0,2,1.0,0,0.0,,0.0,No Claim,
POL-005166,INS-01534,2020-03-25,2019-12-25,2020-12-24,APD,9,4.7,12,51.7,3.3,734.1,Service,TX,1,0,39948.61,5000,300,4858.77,Quarterly,,1,1,0.0,0,0.0,,0.0,No Claim,
POL-003593,INS-01258,2022-12-14,2022-12-05,2023-12-05,APD,9,4.2,6,39.4,4.0,149.1,SERVICE,NY,0,0,0.0,1000,100,7689.61,Annual,6.85,1,2,0.0,0,0.0,,0.0,No Claim,
POL-005043,INS-00567,2021-03-12,2021-02-28,2022-02-28,APD,8,3.6,7,53.3,4.7,204.6,RETAIL,TX,1,0,1710.51,250,500,11931.01,Monthly,27.64,0,2,3.0,0,0.0,,0.0,No Claim,
POL-004463,INS-01197,2021-10-06,2021-09-12,2022-09-12,APD,7,6.4,7,33.6,1.7,45.9,Retail,IL,3,0,83486.33,1000,500,13435.88,Annual,,0,1,0.0,0,0.0,,0.0,No Claim,
POL-010653,INS-00899,2020-03-12,2019-10-28,2020-10-27,AL,10,7.3,9,48.2,11.7,323.9,Retail,AZ,0,0,0.0,500,500,8351.97,Annual,56.7,0,3,,0,0.0,,0.0,No Claim,
POL-010304,INS-03619,2021-12-31,2021-12-20,2022-12-20,AL,11,4.4,2,43.6,1.3,279.0,Trucking,TX,1,0,6104.6,500,300,13696.64,Monthly,76.79,1,2,,0,0.0,,0.0,No Claim,
POL-012445,INS-02081,2022-08-04,2022-06-07,2023-06-07,AL,10,4.7,9,43.9,6.9,,retail,AZ,1,0,2625.21,250,1000,15064.19,Quarterly,,0,2,4.0,1,35816.55,2022-09-13,26888.55,Open,40.0
POL-008370,INS-02316,2022-10-04,2022-10-01,2023-10-01,AL,7,7.0,7,43.1,40.0,,Retail,IL,0,1,6789.19,2500,300,7929.52,Monthly,30.32,0,0,0.0,0,0.0,,0.0,No Claim,
POL-012594,INS-03250,2022-05-12,2022-01-23,2023-01-23,AL,9,1.6,7,55.0,14.4,358.9,TRUCKING,OH,2,1,7695.3,1000,1000,7732.78,Monthly,79.02,1,0,,0,0.0,,0.0,No Claim,
POL-009405,INS-02588,2022-03-17,2022-01-13,2023-01-13,AL,12,6.9,2,48.7,23.2,131.7,retail,IL,0,1,,500,300,23610.19,Annual,31.87,0,3,0.0,0,0.0,,0.0,No Claim,
POL-006506,INS-01605,2020-10-23,2020-07-08,2021-07-08,APD,7,2.9,8,50.2,7.6,65.6,Trucking,CO,0,0,0.0,500,300,11441.79,Annual,7.22,0,3,1.0,0,0.0,,0.0,No Claim,
POL-014822,INS-03286,2022-07-07,2022-05-20,2023-05-20,AL,14,4.7,4,42.0,3.9,149.9,Service,PA,1,0,10446.28,2500,500,14492.05,Quarterly,99.3,0,7,3.0,0,0.0,,0.0,No Claim,
POL-008671,INS-00550,2022-03-14,2022-03-08,2023-03-08,AL,5,5.5,5,48.4,1.1,95.1,Trucking,CO,0,1,10801.91,2500,300,6360.04,Annual,,0,1,3.0,0,0.0,,0.0,No Claim,
POL-014781,INS-02265,2020-07-22,2020-05-06,2021-05-06,AL,2,6.8,9,39.8,17.7,35.8,Retail,IL,0,1,18962.46,500,300,10036.25,Monthly,86.67,0,1,2.0,0,0.0,,0.0,No Claim,
POL-006742,INS-02349,2022-09-04,2022-06-25,2023-06-25,APD,7,7.6,6,50.0,8.7,370.2,Service,WA,1,0,12405.0,500,100,15320.45,Monthly,42.04,0,1,1.0,0,0.0,,0.0,No Claim,
POL-012034,INS-01462,2021-05-07,2020-12-05,2021-12-05,AL,11,9.5,6,52.8,3.2,157.8,Retail,AZ,1,2,22763.85,500,500,8384.45,,21.72,0,1,0.0,0,0.0,,0.0,No Claim,
POL-002440,INS-00910,2020-03-13,2019-11-23,2020-11-22,APD,8,8.0,4,41.2,1.0,283.0,Trucking,IL,0,1,9777.87,500,500,5445.31,Monthly,,0,2,1.0,0,0.0,,0.0,No Claim,
POL-002178,INS-03487,2021-06-10,2021-05-19,2022-05-19,APD,8,1.8,7,39.8,14.5,189.1,TRUCKING,TX,0,1,13850.82,5000,1000,10759.58,Monthly,,0,1,0.0,1,7583.43,2021-07-20,5909.39,Open,40.0
POL-004078,INS-02744,2021-10-20,2021-05-27,2022-05-27,APD,12,5.6,10,41.3,1.0,310.9,Service,FL,0,0,0.0,250,1000,6638.02,Monthly,94.72,1,2,0.0,0,0.0,,0.0,No Claim,
POL-011306,INS-01266,2020-04-10,2020-02-05,2021-02-04,AL,9,0.6,3,45.5,1.0,354.9,CONSTRUCTION,CA,1,0,6773.3,500,300,9474.96,Monthly,3.75,0,2,2.0,0,0.0,,0.0,No Claim,
POL-008516,INS-00749,2020-08-26,2020-04-05,2021-04-05,AL,8,4.4,4,33.3,1.0,216.8,service,CA,0,0,0.0,250,1000,10219.69,Monthly,43.78,1,2,0.0,0,0.0,,0.0,No Claim,
POL-013156,INS-00771,2020-06-28,2020-06-21,2021-06-21,AL,12,4.8,8,49.9,8.0,93.5,Retail,FL,1,1,15785.99,2500,300,15039.95,Monthly,43.55,1,4,0.0,0,0.0,,0.0,No Claim,
POL-010402,INS-00035,2020-11-22,2020-11-04,2021-11-04,AL,7,6.4,4,48.2,15.1,277.3,construction,IL,0,0,0.0,2500,300,7868.17,Annual,64.05,1,1,,0,0.0,,0.0,No Claim,
POL-000721,INS-01636,2020-06-01,2020-04-06,2021-04-06,APD,14,1.5,7,34.9,9.8,99.3,Trucking,CA,1,0,,1000,500,6220.31,Monthly,53.89,1,1,0.0,0,0.0,,0.0,No Claim,
POL-004163,INS-03060,2021-09-08,2021-04-02,2022-04-02,APD,10,5.0,7,32.6,1.0,102.1,CONSTRUCTION,WA,0,0,0.0,250,1000,4346.94,Monthly,7.89,1,3,1.0,2,15332.25,2021-10-19,12618.0,Closed,41.0
POL-000971,INS-01484,2020-11-23,2020-08-15,2021-08-15,APD,11,5.1,4,38.7,2.8,229.5,Trucking,FL,2,1,11903.65,2500,500,10733.54,,62.16,0,1,1.0,0,0.0,,0.0,No Claim,
POL-011937,INS-00298,2022-11-11,2022-05-24,2023-05-24,AL,10,7.9,7,33.1,4.1,68.5,Trucking,CA,0,0,0.0,500,300,10175.66,Annual,10.86,1,0,1.0,0,0.0,,0.0,No Claim,
POL-014502,INS-03269,2021-06-12,2021-01-13,2022-01-13,AL,7,6.4,8,48.4,12.2,46.2,Construction,CA,0,0,0.0,250,500,11106.08,Quarterly,37.04,0,0,0.0,0,0.0,,0.0,No Claim,
POL-013253,INS-01052,2021-04-15,2021-02-12,2022-02-12,AL,8,1.2,2,47.0,2.9,134.1,Trucking,NC,0,0,0.0,500,300,22290.16,Annual,53.35,0,1,,0,0.0,,0.0,No Claim,
POL-008764,INS-00168,2022-12-28,2022-11-19,2023-11-19,AL,6,2.5,7,48.4,12.6,107.2,Construction,AZ,0,0,0.0,2500,1000,13597.02,Annual,94.13,1,2,0.0,0,0.0,,0.0,No Claim,
POL-013737,INS-02382,2020-02-24,2019-09-29,2020-09-28,AL,12,7.4,5,37.9,17.3,312.5,service,GA,1,2,,250,300,8337.03,Quarterly,63.97,0,6,3.0,0,0.0,,0.0,No Claim,
POL-012958,INS-02831,2022-06-07,2022-01-15,2023-01-15,AL,8,1.2,7,57.7,1.0,96.8,Service,CO,0,0,0.0,1000,1000,13102.67,Monthly,85.94,1,2,0.0,0,0.0,,0.0,No Claim,
POL-000389,INS-02150,2022-09-03,2022-04-07,2023-04-07,APD,9,2.8,7,26.1,1.3,257.9,Retail,OH,1,0,7518.86,250,1000,7021.26,Annual,52.31,0,3,1.0,0,0.0,,0.0,No Claim,
POL-004827,INS-00567,2020-08-03,2020-06-29,2021-06-29,APD,8,2.2,8,42.6,3.4,284.2,Retail,CA,1,0,4166.99,5000,100,11726.02,Annual,44.65,1,1,3.0,0,0.0,,0.0,No Claim,
POL-007774,INS-01144,2020-11-15,2020-07-13,2021-07-13,AL,7,3.7,9,42.9,2.9,128.2,TRUCKING,CO,2,0,,2500,500,17648.31,Monthly,50.66,1,2,0.0,0,0.0,,0.0,No Claim,
POL-013163,INS-00290,2020-07-19,2020-01-30,2021-01-29,AL,10,3.6,5,47.7,4.3,200.9,Retail,CA,0,0,0.0,2500,300,9488.69,Monthly,23.6,0,1,0.0,0,0.0,,0.0,No Claim,
POL-013736,INS-00638,2021-08-20,2021-03-15,2022-03-15,AL,9,3.3,5,41.2,6.5,150.9,trucking,GA,1,0,8249.34,500,300,11553.5,Monthly,28.2,1,4,0.0,0,0.0,,0.0,No Claim,
POL-000316,INS-00906,2021-12-23,2021-07-18,2022-07-18,APD,2,4.6,4,41.0,4.0,,retail,CA,0,0,,250,300,7474.99,Quarterly,8.62,1,0,0.0,0,0.0,,0.0,No Claim,
POL-010718,INS-02044,2022-08-01,2022-04-02,2023-04-02,AL,7,7.2,4,47.5,10.9,151.7,retail,GA,2,0,7171.03,500,500,17329.26,Monthly,85.51,0,3,1.0,0,0.0,,0.0,No Claim,
POL-007599,INS-00308,2020-05-06,2019-12-12,2020-12-11,AL,8,2.7,6,40.3,10.7,197.3,Construction,CO,1,0,9366.68,2500,300,8785.86,Quarterly,74.33,1,1,1.0,0,0.0,,0.0,No Claim,
POL-009294,INS-00165,2021-08-30,2021-03-13,2022-03-13,AL,13,4.1,3,41.9,7.9,246.9,Retail,IL,0,0,0.0,500,1000,15049.78,Monthly,42.3,0,4,1.0,0,0.0,,0.0,No Claim,
POL-001329,INS-03255,2022-01-09,2021-09-19,2022-09-19,APD,11,4.8,9,,24.5,211.7,Construction,PA,0,1,1521.25,5000,500,9128.46,Annual,92.51,1,1,0.0,0,0.0,,0.0,No Claim,
POL-010216,INS-02210,2020-07-23,2020-03-20,2021-03-20,AL,9,8.5,5,41.2,27.0,174.1,Trucking,TX,0,0,0.0,2500,500,15164.74,Annual,,0,1,,0,0.0,,0.0,No Claim,
POL-012793,INS-00014,2021-02-22,2020-09-06,2021-09-06,AL,7,3.1,1,46.1,1.0,113.0,Construction,TX,0,0,,1000,500,7478.44,Annual,,1,2,4.0,0,0.0,,0.0,No Claim,
POL-004773,INS-03181,2020-07-13,2020-05-25,2021-05-25,APD,7,2.2,8,31.8,1.0,181.1,RETAIL,OH,2,0,28438.56,500,100,19114.75,Annual,38.25,0,3,0.0,0,0.0,,0.0,No Claim,
POL-008538,INS-02718,2020-05-15,2020-01-25,2021-01-24,AL,8,5.6,5,37.7,1.0,96.0,Trucking,CA,2,0,43043.13,5000,300,9898.2,Annual,19.72,0,2,2.0,0,0.0,,0.0,No Claim,
POL-010220,INS-01996,2021-11-06,2021-09-05,2022-09-05,AL,6,3.3,6,51.4,7.7,70.3,Service,OH,1,0,4133.63,1000,300,9465.22,Monthly,65.05,0,0,0.0,0,0.0,,0.0,No Claim,
POL-009538,INS-00981,2020-09-21,2020-06-23,2021-06-23,AL,9,5.3,3,39.7,1.0,196.8,Trucking,WA,0,1,8074.68,2500,500,11755.26,Annual,81.54,0,2,1.0,0,0.0,,0.0,No Claim,
POL-013478,INS-01941,2022-07-31,2022-07-12,2023-07-12,AL,13,8.0,2,37.4,34.4,304.7,construction,AZ,1,1,76233.58,1000,500,7625.92,Annual,94.15,0,4,1.0,0,0.0,,0.0,No Claim,
POL-000606,INS-00249,2021-08-09,2021-05-03,2022-05-03,APD,7,5.1,3,54.8,11.8,57.6,Construction,NY,0,1,3514.82,250,300,8365.2,Quarterly,27.88,1,1,1.0,0,0.0,,0.0,No Claim,
POL-013657,INS-02123,2022-12-18,2022-11-24,2023-11-24,AL,10,3.6,4,35.6,1.0,71.5,Other,OH,1,0,2559.32,1000,1000,6867.48,Quarterly,73.92,1,3,2.0,1,152137.87,2023-01-26,137964.39,Under Review,39.0
POL-002705,INS-01059,2020-03-16,2019-11-16,2020-11-15,APD,8,5.1,5,56.9,5.9,60.4,Construction,IL,0,0,0.0,5000,500,7863.79,Monthly,76.12,1,2,0.0,0,0.0,,0.0,No Claim,
POL-001936,INS-01918,2020-06-28,2020-03-14,2021-03-14,APD,5,7.4,11,51.9,1.0,54.6,Trucking,NY,1,0,,2500,300,20714.49,Monthly,83.92,0,0,,0,0.0,,0.0,No Claim,
POL-006467,INS-00038,2021-02-05,2020-11-28,2021-11-28,APD,8,5.5,7,42.5,13.1,51.9,Construction,OH,1,0,13830.11,500,500,7706.22,Annual,37.85,0,2,3.0,0,0.0,,0.0,No Claim,
POL-013904,INS-01531,2020-06-26,2020-05-11,2021-05-11,AL,10,6.9,2,41.0,30.9,,Service,AZ,0,0,0.0,5000,300,13373.65,Annual,42.45,0,2,0.0,0,0.0,,0.0,No Claim,
POL-003016,INS-02496,2021-05-18,2021-03-03,2022-03-03,APD,12,1.1,5,53.4,7.5,237.1,service,AZ,4,0,6662.97,1000,500,8842.48,Monthly,87.11,0,2,1.0,2,18122.37,2021-06-29,12462.64,Under Review,42.0
POL-012355,INS-00138,2020-08-17,2020-06-14,2021-06-14,AL,8,2.9,5,40.0,9.7,100.1,Trucking,OH,0,0,0.0,250,500,22591.2,Monthly,45.15,1,2,1.0,0,0.0,,0.0,No Claim,
POL-008046,INS-02510,2022-01-30,2021-12-31,2022-12-31,AL,13,6.1,10,39.0,1.0,261.2,Trucking,TX,0,0,0.0,1000,100,14173.08,Monthly,49.04,1,3,0.0,0,0.0,,0.0,No Claim,
POL-005658,INS-02338,2022-06-08,2021-12-16,2022-12-16,APD,8,1.8,7,40.3,1.0,146.8,Retail,AZ,0,0,0.0,1000,500,11034.14,Annual,96.34,1,1,0.0,0,0.0,,0.0,No Claim,
POL-002985,INS-03395,2022-02-27,2022-02-08,2023-02-08,APD,4,1.5,6,,24.1,102.8,Service,AZ,0,0,0.0,2500,1000,14815.41,Quarterly,24.0,0,1,1.0,0,0.0,,0.0,No Claim,
POL-007248,INS-02235,2022-07-03,2022-02-05,2023-02-05,APD,10,4.1,6,39.1,4.9,241.2,Other,FL,0,0,0.0,5000,300,11025.65,Monthly,25.29,0,0,1.0,0,0.0,,0.0,No Claim,
POL-001369,INS-02470,2022-11-20,2022-07-09,2023-07-09,APD,6,3.7,8,49.4,13.8,186.7,Construction,GA,0,0,0.0,5000,300,4008.54,Annual,95.02,0,1,0.0,0,0.0,,0.0,No Claim,
POL-008855,INS-03404,2022-03-05,2022-01-25,2023-01-25,AL,9,3.1,4,35.3,10.1,156.7,Service,NC,0,0,,500,100,8842.86,Annual,,1,1,1.0,0,0.0,,0.0,No Claim,
POL-001254,INS-01392,2022-05-19,2022-01-09,2023-01-09,APD,8,4.0,4,34.3,21.8,274.0,Trucking,PA,2,0,10406.06,1000,100,11967.67,Monthly,99.34,1,1,1.0,0,0.0,,0.0,No Claim,
POL-014587,INS-01788,2022-02-08,2021-08-29,2022-08-29,AL,7,5.2,8,38.5,11.1,196.9,Other,CO,0,1,4506.94,250,300,10938.54,Annual,7.74,1,0,1.0,0,0.0,,0.0,No Claim,
POL-004510,INS-01585,2022-11-23,2022-11-13,2023-11-13,APD,4,5.2,6,43.2,8.6,124.2,trucking,CO,1,0,15047.53,250,1000,3771.7,Annual,93.41,0,0,0.0,0,0.0,,0.0,No Claim,
POL-005164,INS-03053,2022-07-04,2022-01-13,2023-01-13,APD,9,5.1,5,48.4,5.5,251.8,TRUCKING,IL,0,0,0.0,5000,100,15853.16,Monthly,82.37,0,0,0.0,1,2498.6,2022-08-08,1778.55,Closed,35.0
POL-008912,INS-00561,2020-05-07,2020-05-01,2021-05-01,AL,5,2.1,15,36.2,2.4,276.4,Trucking,CA,0,0,0.0,1000,100,10041.45,,48.92,1,1,0.0,0,0.0,,0.0,No Claim,
POL-013484,INS-01715,2021-01-13,2020-11-01,2021-11-01,AL,4,1.9,3,39.3,9.8,110.8,Retail,CO,0,1,15235.17,1000,100,13179.12,Quarterly,51.2,0,0,2.0,0,0.0,,0.0,No Claim,
POL-007336,INS-01585,2020-05-20,2019-12-15,2020-12-14,APD,9,2.3,11,35.9,6.9,263.3,Trucking,PA,2,0,5860.58,5000,100,4633.38,Annual,20.28,0,3,0.0,0,0.0,,0.0,No Claim,
POL-012402,INS-01915,2021-03-02,2021-01-09,2022-01-09,AL,13,9.3,11,38.7,14.2,423.6,construction,CA,1,0,4378.37,1000,300,10696.97,Monthly,,1,0,0.0,0,0.0,,0.0,No Claim,
POL-005599,INS-03115,2022-04-04,2021-10-16,2022-10-16,APD,5,2.9,5,39.4,16.7,149.2,Construction,CA,2,0,17558.17,500,100,8202.97,Quarterly,8.37,0,2,0.0,0,0.0,,0.0,No Claim,
POL-002343,INS-01457,2021-08-20,2021-04-24,2022-04-24,APD,6,2.4,9,35.6,6.0,52.3,Construction,GA,0,0,0.0,1000,100,6784.61,Monthly,89.68,1,0,1.0,0,0.0,,0.0,No Claim,
POL-014465,INS-00214,2021-03-11,2020-12-24,2021-12-24,AL,6,7.7,8,31.0,5.1,,Trucking,WA,1,0,13655.39,5000,300,22183.35,Annual,11.85,1,0,1.0,0,0.0,,0.0,No Claim,
POL-011087,INS-00054,2022-03-15,2022-03-08,2023-03-08,AL,8,2.8,2,41.0,3.7,393.7,Construction,PA,0,0,0.0,2500,300,8574.64,Annual,67.26,0,2,0.0,0,0.0,,0.0,No Claim,
POL-000426,INS-00499,2020-08-06,2020-04-03,2021-04-03,APD,4,5.9,8,45.4,17.3,150.9,Retail,NY,1,0,16124.28,250,100,4682.83,Monthly,24.38,0,1,0.0,0,0.0,,0.0,No Claim,
POL-002020,INS-03190,2021-05-19,2020-12-03,2021-12-03,APD,7,5.4,6,42.1,12.5,157.5,Retail,FL,0,0,,2500,300,19794.29,Monthly,6.38,0,0,0.0,0,0.0,,0.0,No Claim,
POL-006823,INS-00940,2022-12-28,2022-10-26,2023-10-26,APD,7,2.7,3,44.5,9.2,217.5,retail,AZ,0,0,0.0,5000,100,4300.54,Annual,12.4,1,3,,0,0.0,,0.0,No Claim,
POL-009098,INS-00183,2020-12-20,2020-11-27,2021-11-27,AL,8,2.8,5,39.3,8.7,123.2,Trucking,TX,0,1,19163.28,500,300,6239.25,Annual,9.37,0,1,0.0,0,0.0,,0.0,No Claim,
POL-001112,INS-02911,2020-09-11,2020-08-20,2021-08-20,APD,5,4.9,8,,1.0,,Trucking,CA,0,0,0.0,1000,300,25000.0,Annual,38.64,0,1,1.0,0,0.0,,0.0,No Claim,
POL-007809,INS-01813,2021-12-03,2021-08-29,2022-08-29,AL,8,5.0,7,35.0,13.0,166.8,retail,OH,1,0,14304.85,2500,300,24019.87,Monthly,55.4,0,2,2.0,0,0.0,,0.0,No Claim,
POL-002021,INS-00518,2020-11-27,2020-09-30,2021-09-30,APD,8,2.9,7,41.9,13.7,206.6,Trucking,CA,0,0,0.0,250,100,2457.42,Quarterly,99.08,1,1,0.0,0,0.0,,0.0,No Claim,
POL-000638,INS-01104,2020-11-21,2020-06-11,2021-06-11,APD,6,3.9,8,36.2,5.2,95.2,Retail,NY,0,0,0.0,1000,500,7099.1,Quarterly,,1,1,0.0,0,0.0,,0.0,No Claim,
POL-000249,INS-00912,2022-05-11,2022-01-27,2023-01-27,APD,9,3.8,3,42.1,1.0,204.8,Trucking,IL,0,0,0.0,1000,300,5913.04,Monthly,18.45,0,3,0.0,1,6203.03,2022-06-20,4080.46,Closed,40.0
POL-004591,INS-02146,2022-01-30,2021-11-08,2022-11-08,APD,11,6.2,8,40.1,8.7,346.4,Trucking,NC,2,0,19091.07,250,300,8619.77,Annual,36.47,1,3,2.0,0,0.0,,0.0,No Claim,
POL-006106,INS-01265,2021-12-11,2021-09-14,2022-09-14,APD,5,3.2,4,31.6,10.5,90.9,Retail,FL,0,1,7686.48,250,300,24226.81,Quarterly,93.71,1,2,0.0,1,4441.03,2022-01-25,4111.59,Closed,45.0
POL-008543,INS-03123,2020-06-10,2020-01-12,2021-01-11,AL,8,4.8,6,37.3,7.9,307.5,Trucking,OH,1,0,7235.65,5000,500,26246.33,Quarterly,22.24,1,1,3.0,0,0.0,,0.0,No Claim,
POL-006445,INS-00332,2020-02-06,2019-10-03,2020-10-02,APD,13,4.6,5,44.6,7.8,205.7,trucking,OH,1,1,17266.16,1000,100,8207.43,Monthly,99.23,1,2,3.0,1,4097.11,2020-03-12,3799.73,Open,35.0
POL-000697,INS-02545,2022-03-01,2021-12-31,2022-12-31,APD,9,4.6,3,55.9,1.0,258.9,Retail,OH,0,0,0.0,500,100,10953.28,Monthly,96.42,0,0,1.0,0,0.0,,0.0,No Claim,
POL-010352,INS-02186,2022-11-28,2022-06-17,2023-06-17,AL,11,2.9,6,51.8,5.4,229.1,Construction,OH,1,0,10200.75,250,300,20595.17,Annual,,0,3,2.0,0,0.0,,0.0,No Claim,
POL-014881,INS-00894,2021-10-06,2021-06-14,2022-06-14,AL,5,2.7,8,53.7,16.9,64.7,Trucking,IL,0,0,0.0,2500,500,20858.58,Quarterly,17.98,1,2,3.0,0,0.0,,0.0,No Claim,
POL-003106,INS-00944,2020-11-27,2020-07-20,2021-07-20,APD,5,3.8,6,42.2,1.0,40.8,Retail,FL,0,0,0.0,5000,100,15644.13,Quarterly,,1,2,0.0,0,0.0,,0.0,No Claim,
POL-001237,INS-01868,2020-01-06,2019-10-19,2020-10-18,APD,10,10.8,4,44.1,27.7,280.5,Service,PA,0,0,0.0,500,500,5180.52,Monthly,11.93,0,3,0.0,0,0.0,,0.0,No Claim,
POL-009731,INS-02935,2021-08-23,2021-03-28,2022-03-28,AL,9,4.8,4,47.0,6.5,247.3,SERVICE,WA,0,0,0.0,500,500,8775.56,Annual,91.39,0,2,,0,0.0,,0.0,No Claim,
POL-001517,INS-02014,2021-06-12,2021-04-04,2022-04-04,APD,6,5.9,9,50.2,10.6,201.1,Retail,GA,1,0,14473.81,5000,100,7244.83,Quarterly,18.01,0,0,0.0,0,0.0,,0.0,No Claim,
POL-009773,INS-01632,2021-08-28,2021-04-01,2022-04-01,AL,5,4.3,9,31.5,37.4,137.2,CONSTRUCTION,NC,0,0,0.0,500,300,21418.65,Monthly,83.72,0,0,2.0,0,0.0,,0.0,No Claim,
POL-014994,INS-02213,2021-01-21,2020-09-17,2021-09-17,AL,9,7.5,5,45.6,19.8,91.8,trucking,OH,2,0,14378.86,1000,1000,8453.84,Quarterly,80.96,1,2,0.0,0,0.0,,0.0,No Claim,
POL-014280,INS-00459,2021-03-01,2021-02-02,2022-02-02,AL,8,8.0,5,43.5,3.2,171.0,Trucking,WA,0,1,15325.1,1000,500,4813.68,Quarterly,9.81,1,2,2.0,0,0.0,,0.0,No Claim,
POL-001012,INS-02841,2022-05-25,2022-05-13,2023-05-13,APD,11,7.2,7,39.6,19.8,156.7,Trucking,TX,2,0,46289.32,2500,100,6339.55,Monthly,53.8,0,2,2.0,1,10041.15,2022-07-07,6327.81,Closed,43.0
POL-000071,INS-00370,2022-05-21,2022-01-18,2023-01-18,APD,10,4.0,9,49.0,5.8,232.9,Retail,CA,3,0,46335.39,5000,300,25000.0,Monthly,24.54,1,4,1.0,0,0.0,,0.0,No Claim,
POL-011321,INS-01643,2022-06-18,2022-05-26,2023-05-26,AL,9,4.4,7,,3.5,245.3,Trucking,WA,1,0,,250,300,7788.52,Monthly,5.23,0,1,0.0,0,0.0,,0.0,No Claim,
POL-004157,INS-00654,2022-02-12,2021-12-13,2022-12-13,APD,6,6.3,5,51.7,6.0,165.9,service,AZ,1,0,12999.06,5000,100,8479.75,Annual,1.6,1,2,0.0,0,0.0,,0.0,No Claim,
POL-001179,INS-02421,2020-10-10,2020-06-28,2021-06-28,APD,6,5.6,6,35.6,1.4,212.7,RETAIL,OH,1,0,26289.78,5000,500,19271.93,Quarterly,12.33,0,2,,0,0.0,,0.0,No Claim,
POL-007878,INS-02978,2021-01-04,2020-07-10,2021-07-10,AL,7,4.7,7,48.6,11.3,247.7,Construction,CO,0,0,0.0,5000,100,21192.87,Monthly,56.67,1,3,1.0,0,0.0,,0.0,No Claim,
POL-007022,INS-00546,2022-11-16,2022-06-10,2023-06-10,APD,6,4.6,8,44.1,8.5,119.2,Retail,PA,1,0,1570.38,1000,300,4276.42,Monthly,28.12,1,0,1.0,0,0.0,,0.0,No Claim,
POL-012917,INS-01053,2022-07-13,2022-04-27,2023-04-27,AL,7,0.1,8,44.0,6.0,495.0,RETAIL,AZ,0,0,,500,100,20611.57,,85.46,1,3,2.0,1,168499.79,2022-09-08,127840.86,Closed,57.0
POL-010548,INS-02275,2020-05-24,2020-01-03,2021-01-02,AL,14,2.4,4,35.3,4.1,340.5,Service,GA,1,0,5882.39,1000,100,7239.32,Monthly,48.37,0,4,0.0,0,0.0,,0.0,No Claim,
